,ShipmentNo_,Status,Direction,Product,ShipmentType,ProductType,Oper_Year,Oper_Period,ShipmentWeek,ShipmentDay,ShipmentDate,Principal,Carrier,Incoterm,ShipperPostcode,ShipperCity,ShipperCountry,ConsigneePostcode,ConsigneeCity,ConsigneeCountry,Invoiced,Insurance,LetterOfCredit,Dangerous,Pieces,ActualWeight(kg),Volume(cbm),Charg_Weight(kg),W/M,FCLTEU,GP(EUR),WeightGroup,TrackingNumber,(Air)PortofOrigin,OriginCountry,(Air)PortofDestination,DestinationCountry,MS1Count,MS2Count,MS3Count,MS4Count,MS5Count,MS6Count
928,2100543,1,1,1,FCL,FCL,2019,201906,2019/26,00:00.0,28.06.2019,Customer 477,MAEU - MAERSK KANOO UAE LLC,CFR,100000,SINGAPORE,SG - SINGAPORE,33166,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"10,777",109.52,-,110,8,794.49,-,-,TANJUNG PELEPAS,MY-MALAYSIA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,0
929,2100544,1,1,2,LCL,LCL,2019,201907,2019/28,00:00.0,09.07.2019,Customer 174,YMLU - YANG MING (U.A.E) L.L.C.,CFR,67065,LUDWIGSHAFEN,DE - GERMANY,31413,DAMMAM,SA - SAUDI ARABIA,Yes,N,N,N,-,5,9,-,9,0,-25.3,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
930,2100545,1,1,2,LCL,LCL,2019,201907,2019/28,00:00.0,09.07.2019,Customer 592,YMLU - YANG MING (U.A.E) L.L.C.,CFR,4731,EYNATTEN,BE - BELGIUM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,179,9.8,-,10,0,293.66,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
931,2100546,1,1,1,FCL,FCL,2019,201907,2019/28,00:00.0,08.07.2019,Customer 251,WHL - WAN HAI LINES (UAE) LLC,CFR,57319,BERLEBURG,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"39,900",50,-,50,4,217.97,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
932,2100547,1,1,1,FCL,FCL,2019,201907,2019/28,00:00.0,09.07.2019,Customer 937,OOCL - OOCL (UAE) LLC,CFR,YO224PT,WHITBY,GB - UNITED KINGDOM,.,ABU DHABI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"5,550",22.8,-,23,1,116.08,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,ABU DHABI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
933,2100548,1,1,1,FCL,FCL,2019,201907,2019/28,00:00.0,10.07.2019,Customer 166,MAEU - MAERSK KANOO UAE LLC,EXW,61278,DUBAI,AE - UNITED ARAB EMIRATES,11372,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,-,"15,526",227.508,-,228,8,"1,697.60",-,-,NORFOLK,US-UNITED STATES OF AMERICA,RIYADH DRY PORT,SA-SAUDI ARABIA,1,0,0,0,1,1
934,2100549,1,1,1,FCL,FCL,2019,201907,2019/28,00:00.0,11.07.2019,Customer 631,MAEU - MAERSK KANOO UAE LLC,CFR,HD1 6SB,HUDDERSFIELD,GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"9,743",20,-,20,1,77.39,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
935,2100550,1,1,1,FCL,FCL,2019,201907,2019/28,00:00.0,11.07.2019,Customer 631,MAEU - MAERSK KANOO UAE LLC,CFR,HD1 6SB,HUDDERSFIELD,GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"4,835",23.712,-,24,1,77.39,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
936,2100551,1,1,1,FCL,FCL,2019,201907,2019/28,00:00.0,08.07.2019,Customer 360,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,673,NAAMEH,LB - LEBANON,.,ABU DHABI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"8,427",70,-,70,4,116.08,-,-,RAVENNA,IT-ITALY,ABU DHABI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
937,2100552,1,1,1,FCL,FCL,2019,201907,2019/28,00:00.0,08.07.2019,Customer 864,HLCU - HAPAG-LLOYD AGENCY L.L.C,CIF,79713,BAD SACKINGEN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"5,225",80,-,80,4,77.39,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
938,2100553,1,0,2,LCL,LCL,2019,201907,2019/28,00:00.0,08.07.2019,Customer 424,SHPT - SSC CONSOLIDATION SHIPCO,EXW,.,ABU DHABI,AE - UNITED ARAB EMIRATES,40589,DUSSELDORF,DE - GERMANY,Yes,N,N,N,-,189,2.16,-,2,0,175.92,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,HAMBURG,DE-GERMANY,1,1,1,1,0,1
939,2100554,1,0,1,FCL,FCL,2019,201907,2019/27,00:00.0,04.07.2019,Customer 651,MAEU - MAERSK KANOO UAE LLC,CFR,",",DUBAI,AE - UNITED ARAB EMIRATES,50010,KAZAKHSTAN,RU - RUSSIA,Yes,N,N,N,-,"2,140",20,-,20,1,556.91,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,QINGDAO PT,CN-CHINA,1,1,1,1,0,0
940,2100555,1,1,2,LCL,LCL,2019,201907,2019/27,00:00.0,07.07.2019,Customer 248,GLO1 - GLOBELINK WEST STAR SHIPPING LLC,CFR,3095,LIMASSOL,CY - CYPRUS,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,446,2.82,-,3,0,109.63,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
941,2100556,1,1,2,LCL,LCL,2019,201907,2019/27,00:00.0,07.07.2019,Customer 248,GLO1 - GLOBELINK WEST STAR SHIPPING LLC,CFR,3095,LIMASSOL,CY - CYPRUS,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,800,2.856,-,3,0,109.63,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
942,2100557,1,1,2,LCL,LCL,2019,201907,2019/27,00:00.0,07.07.2019,Customer 248,GLO1 - GLOBELINK WEST STAR SHIPPING LLC,CFR,3095,LIMASSOL,CY - CYPRUS,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,680,2.04,-,2,0,112.21,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
943,2100558,1,1,2,LCL,LCL,2019,201907,2019/28,00:00.0,08.07.2019,Customer 484,SHPT - SSC CONSOLIDATION SHIPCO,DAP,31621,SARRIGUREN,ES - SPAIN,.,ABU DHBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,997",9.51,-,10,0,85.06,-,-,BARCELONA,ES-SPAIN,ABU DHABI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
944,2100559,1,1,2,LCL,LCL,2019,201907,2019/27,00:00.0,06.07.2019,Customer 491,ECUI - ECU LINE MIDDLE EAST LLC,CFR,25365,KLEIN OFFENSETH-SPARRIESHOOP,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,893,2.275,-,2,0,77.39,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
945,2100560,1,1,2,LCL,LCL,2019,201907,2019/27,00:00.0,02.07.2019,Customer 156,YMLU - YANG MING (U.A.E) L.L.C.,EXW,74889,SINSHEIM,DE - GERMANY,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,844,10.128,-,10,0,-761.59,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
946,2100561,1,1,2,LCL,LCL,2019,201907,2019/27,00:00.0,02.07.2019,Customer 879,YMLU - YANG MING (U.A.E) L.L.C.,CFR,1601 MH,ENKHUIZEN,NL - THE NETHERLANDS,.,ABU DHABI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,235,0.576,-,1,0,-30.23,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
947,2100562,1,0,1,FCL,FCL,2019,201907,2019/27,00:00.0,02.07.2019,Customer 237,MAEU - MAERSK KANOO UAE LLC,EXW,",",DUBAI,AE - UNITED ARAB EMIRATES,123022,MOSCOW,RU - RUSSIA,Yes,N,N,N,-,"21,588",20,-,22,1,270.13,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,NOVOROSSIYSK,RU-RUSSIA,1,1,1,1,0,0
948,2100563,1,1,1,FCL,FCL,2019,201907,2019/27,00:00.0,02.07.2019,Customer 767,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,79761,WALDSHUT,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"2,628",40,-,40,2,77.39,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
949,2100564,1,0,1,FCL,FCL,2019,201907,2019/27,00:00.0,01.07.2019,Customer 935,HLCU - HAPAG-LLOYD AGENCY L.L.C,EXW,.,DUBAI,AE - UNITED ARAB EMIRATES,2236,VILNIUS,LT - LITHUANIA,Yes,N,N,N,-,"14,601",20,-,20,1,240.66,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,KLAIPEDA,LT-LITHUANIA,1,1,1,1,0,0
950,2100565,1,1,2,LCL,LCL,2019,201906,2019/26,00:00.0,24.06.2019,Customer 477,SHPT - SSC CONSOLIDATION SHIPCO,CFR,659554,SINGAPORE,SG - SINGAPORE,33166,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,174",3.63,-,4,0,276.87,-,-,SINGAPORE,SG-SINGAPORE,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,0
951,2100566,1,1,2,LCL,LCL,2019,201907,2019/27,00:00.0,02.07.2019,Customer 402,GLO1 - GLOBELINK WEST STAR SHIPPING LLC,CFR,79426,BUGGINGEN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,415,1.056,-,1,0,77.39,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
952,2100567,1,1,1,FCL,FCL,2019,201907,2019/27,00:00.0,04.07.2019,Customer 193,YMLU - YANG MING (U.A.E) L.L.C.,CFR,200032,SHANGHAI,CN - CHINA,.,ABU DHABI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"11,300",15,-,15,1,277.81,-,-,SHANGHAI PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
953,2100568,1,1,2,LCL,LCL,2019,201907,2019/27,00:00.0,04.07.2019,Customer 368,NAQA - VANGUARD LOGISTICS SERVICES UAE,CFR,M17 1QS,MANCHESTER,GB - UNITED KINGDOM,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"2,148",6.336,-,6,0,77.39,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
954,2100569,1,1,1,FCL,FCL,2019,201907,2019/27,00:00.0,04.07.2019,Customer 276,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,7632,NEW JERSEY,US - UNITED STATES OF AMERICA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"2,358",40,-,40,2,109.63,-,-,NEW YORK,US-UNITED STATES OF AMERICA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
955,2100570,1,1,2,LCL,LCL,2019,201907,2019/27,00:00.0,03.07.2019,Customer 386,ECUI - ECU LINE MIDDLE EAST LLC,CFR,BB4 4RR,HASLINGDEN,GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"7,052",13.66,-,14,0,109.63,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
956,2100571,1,0,1,FCL,FCL,2019,201907,2019/27,00:00.0,02.07.2019,Customer 178,HLCU - HAPAG-LLOYD AGENCY L.L.C,EXW,.,UMM AL QUWAIN,AE - UNITED ARAB EMIRATES,1634,TAGUIG,PH - PHILIPPINES,Yes,N,N,N,-,"51,348",0,-,51,6,368.05,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,MANILA,PH-PHILIPPINES,1,1,1,1,0,0
957,2100572,1,1,1,FCL,FCL,2019,201907,2019/27,00:00.0,04.07.2019,Customer 284,HDMU - HYUNDAI MERCHANT MARINE UAE LLC,CFR,2110,WIJNEGEM,BE - BELGIUM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"14,514",20,-,20,1,109.63,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
958,2100573,1,1,1,FCL,FCL,2019,201906,2019/25,00:00.0,23.06.2019,Customer 251,OOCL - OOCL (UAE) LLC,CFR,57319,BERLEBURG,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"41,560",40,-,42,4,232.16,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
959,2100574,1,1,2,LCL,LCL,2019,201906,2019/26,00:00.0,30.06.2019,Customer 917,SHPT - SSC CONSOLIDATION SHIPCO,CFR,3089 KC,ROTTERDAM,NL - THE NETHERLANDS,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,955",6.38,-,6,0,109.63,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
960,2100575,1,1,1,FCL,FCL,2019,201906,2019/24,00:00.0,16.06.2019,Customer 477,COSU - COSCO SHIPPING,CFR,266101,QINGDAO,CN - CHINA,33166,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"50,812",229.612,-,230,12,835.76,-,-,QINGDAO PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,0
961,2100576,1,1,2,LCL,LCL,2019,201906,2019/26,00:00.0,30.06.2019,Customer 580,YMLU - YANG MING (U.A.E) L.L.C.,EXW,97486,BAYREN,DE - GERMANY,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,467,6.173,-,6,0,-416.62,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
962,2100577,1,1,2,LCL,LCL,2019,201906,2019/26,00:00.0,30.06.2019,Customer 580,YMLU - YANG MING (U.A.E) L.L.C.,EXW,97437,HASSFURT,DE - GERMANY,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,191,2.592,-,3,0,-197.27,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
963,2100578,1,1,2,LCL,LCL,2019,201906,2019/26,00:00.0,30.06.2019,Customer 287,YMLU - YANG MING (U.A.E) L.L.C.,EXW,42279,WUPPERTAL,DE - GERMANY,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,892",6.012,-,6,0,-182.93,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
964,2100579,1,1,2,LCL,LCL,2019,201906,2019/26,00:00.0,30.06.2019,Customer 858,CGMU - CMA CGM AND ANL (NE) LLC,EXW,75008,PARIS,FR - FRANCE,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"14,747",29,-,29,0,525.19,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
965,2100580,1,1,2,LCL,LCL,2019,201906,2019/26,00:00.0,27.06.2019,Customer 393,ECUI - ECU LINE MIDDLE EAST LLC,CFR,LL146HU,RUABON - WREXHAM,GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"2,200",6.768,-,7,0,109.63,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
966,2100581,1,1,2,LCL,LCL,2019,201906,2019/26,00:00.0,27.06.2019,Customer 667,ECUI - ECU LINE MIDDLE EAST LLC,CFR,M22 9AF,MANCHESTER,GB - UNITED KINGDOM,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,349",2.511,-,3,0,109.63,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
967,2100582,1,1,2,LCL,LCL,2019,201906,2019/26,00:00.0,27.06.2019,Customer 806,ECUI - ECU LINE MIDDLE EAST LLC,CFR,LS18 5PU,"HORSFORTH, LEEDS",GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"4,168",7.68,-,8,0,77.39,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
968,2100583,1,1,2,LCL,LCL,2019,201906,2019/26,00:00.0,27.06.2019,Customer 806,ECUI - ECU LINE MIDDLE EAST LLC,CFR,LS18 5PU,"HORSFORTH, LEEDS",GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"2,356",3.6,-,4,0,77.39,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
969,2100584,1,1,1,FCL,FCL,2019,201906,2019/26,00:00.0,26.06.2019,Customer 626,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,DN20 0JP,"ELSHAM, LINCOLNSHIRE",GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,750",25,-,25,1,120.34,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
970,2100585,1,1,1,FCL,FCL,2019,201906,2019/26,00:00.0,27.06.2019,Customer 491,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,25365,KLEIN OFFENSETH-SPARRIESHOOP,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"11,296",20,-,20,1,77.39,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
971,2100586,1,1,2,LCL,LCL,2019,201906,2019/26,00:00.0,24.06.2019,Customer 333,CGMU - CMA CGM AND ANL (NE) LLC,FOB,528000,"GUANGDONG,",CN - CHINA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,980",2.535,-,3,0,249.7,-,-,SHENZHEN PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
972,2100587,1,0,1,FCL,FCL,2019,201906,2019/26,00:00.0,25.06.2019,Customer 475,HDMU - HYUNDAI MERCHANT MARINE UAE LLC,CFR,.,DUBAI,AE - UNITED ARAB EMIRATES,31952,AL KHOBAR,SA - SAUDI ARABIA,Yes,N,N,N,-,"13,676",20,-,20,1,330.67,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,AD DAMMAM,SA-SAUDI ARABIA,1,1,1,1,0,0
973,2100588,1,1,1,FCL,FCL,2019,201906,2019/26,00:00.0,24.06.2019,Customer 727,MAEU - MAERSK KANOO UAE LLC,CFR,1120,VIENNA,AT - AUSTRIA,0,RAS AL-KHAIMAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"82,560",80,-,83,4,109.63,-,-,VISAKHAPATNAM,IN-INDIA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
974,2100589,1,1,1,FCL,FCL,2019,201906,2019/25,00:00.0,23.06.2019,Customer 635,OOCL - OOCL (UAE) LLC,CFR,3684-909,OLIVEIRA DE FRADES,PT - PORTUGAL,.,ABU DHABI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,87,868",320,-,320,16,109.63,-,-,LEIXÕES,PT-PORTUGAL,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
975,2100590,1,1,1,FCL,FCL,2019,201906,2019/25,00:00.0,23.06.2019,Customer 248,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,3095,LIMASSOL,CY - CYPRUS,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"5,928",16.272,-,16,1,109.63,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
976,2100591,1,1,1,FCL,FCL,2019,201906,2019/26,00:00.0,27.06.2019,Customer 290,MAEU - MAERSK KANOO UAE LLC,EXW,75008,PARIS,FR - FRANCE,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"15,746",80,-,80,4,387.88,-,-,LE HAVRE,FR-FRANCE,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
977,2100592,1,1,2,LCL,LCL,2019,201906,2019/26,00:00.0,26.06.2019,Customer 617,HDMU - HYUNDAI MERCHANT MARINE UAE LLC,EXW,3830-292,ILHAVO,PT - PORTUGAL,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,252,1.06,-,1,0,224.8,-,-,BARCELONA,ES-SPAIN,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
978,2100593,1,1,1,FCL,FCL,2019,201906,2019/25,00:00.0,23.06.2019,Customer 719,YMLU - YANG MING (U.A.E) L.L.C.,CFR,10007,NEW YORK,US - UNITED STATES OF AMERICA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"15,196",20,-,20,1,24.51,-,-,NEW YORK,US-UNITED STATES OF AMERICA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
979,2100594,1,0,1,FCL,FCL,2019,201906,2019/26,00:00.0,24.06.2019,Customer 479,CGMU - CMA CGM AND ANL (NE) LLC,FOB,.,SHARJAH,AE - UNITED ARAB EMIRATES,783 91,UNICOV,CZ - CZECH REPUBLIC,Yes,N,N,N,-,"9,450",50,-,50,2,38.69,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,HAMBURG,DE-GERMANY,1,1,1,1,0,0
980,2100595,1,1,2,LCL,LCL,2019,201906,2019/25,00:00.0,21.06.2019,Customer 355,NAQA - VANGUARD LOGISTICS SERVICES UAE,DDP,LU3 3AN,LUTON,GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,055",5.347,-,5,0,18.34,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,ABU DHABI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
981,2100596,1,1,1,FCL,FCL,2019,201906,2019/25,00:00.0,23.06.2019,Customer 381,MAX - MAXICON COTAINER LINE LLC,DDP,40400,SELANGOR,MY - MALAYSIA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"19,466",135.71,-,136,5,213.44,-,-,PORT KLANG (PELABUHAN KLANG),MY-MALAYSIA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
982,2100597,1,1,1,FCL,FCL,2019,201906,2019/25,00:00.0,23.06.2019,Customer 599,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,B46,BIRMINGHAM,GB - UNITED KINGDOM,.,ABU DHABI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"9,500",30.122,-,30,1,116.08,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,ABU DHABI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
983,2100598,1,1,2,LCL,LCL,2019,201906,2019/25,00:00.0,23.06.2019,Customer 866,SHPT - SSC CONSOLIDATION SHIPCO,CFR,141014,PUNJAB,IN - INDIA,.,UMM AL QUWAIN,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,450,0.485,-,0,0,112.21,-,-,JAWAHARLAL NEHRU (NHAVA SHEVA),IN-INDIA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
984,2100599,1,1,1,FCL,FCL,2019,201906,2019/25,00:00.0,23.06.2019,Customer 377,MAEU - MAERSK KANOO UAE LLC,CFR,20560,OÑATI- GUIPUZCOA,ES - SPAIN,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"7,778",50.02,-,50,2,77.39,-,-,BILBAO,ES-SPAIN,SHARJAH,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
985,2100600,1,1,1,FCL,FCL,2019,201906,2019/24,00:00.0,14.06.2019,Customer 251,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,57319,BERLEBURG,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"62,700",75,-,75,6,265.69,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
986,2100601,1,1,1,FCL,FCL,2019,201906,2019/24,00:00.0,15.06.2019,Customer 251,OOCL - OOCL (UAE) LLC,CFR,57319,BERLEBURG,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"23,260",25,-,25,2,159.93,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
987,2100602,1,1,1,FCL,FCL,2019,201906,2019/25,00:00.0,19.06.2019,Customer 448,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,3400,BURGDORF,CH - SWITZERLAND,.,ABU DHABI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,719,25,-,25,1,116.08,-,-,OAKLAND,US-UNITED STATES OF AMERICA,ABU DHABI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
